3.085633,-9.7958355,2.3150265,18.6505485,73.7784377
-0.07788532,-0.118966006,-0.03863723,18.6505485,73.7784377
0.0842994,-0.018478673,0.04337143,18.6505485,73.7784377
0.03726278,-0.16310102,0.14370605,18.6505485,73.7784377
1.3154984,0.60994893,1.479363,18.6505485,73.7784377
2.3945918,-0.39950588,3.677867,18.6505485,73.7784377
-1.0213667,2.6745207,0.3921755,18.6505485,73.7784377
0.093767814,0.04428773,0.45753807,18.6505485,73.7784377
0.08979719,0.030848695,0.020158553,18.6505485,73.7784377
1.496009,0.91736686,1.7417295,18.6505485,73.7784377
-0.70203686,-0.795652,0.33185256,18.6505485,73.7784377
0.32070425,-1.0706941,0.6815729,18.6505485,73.7784377
2.231338,-0.49205196,0.48701233,18.6505485,73.7784377
-2.3829854,0.93431836,-0.6768387,18.6505485,73.7784377
-1.4538593,0.20097467,-0.28053987,18.6505485,73.7784377
0.68035114,0.5529858,-0.16920967,18.6505485,73.7784377
0.9984592,0.54519725,-0.043218717,18.6505485,73.7784377
0.15439619,-0.11499538,0.10949759,18.6505485,73.7784377
-2.1039727,-0.0056505036,-0.9726502,18.6505463,73.7784508
0.8361218,3.4440582,-0.122020334,18.6505463,73.7784508
1.3918564,-0.7554876,0.7293731,18.6505463,73.7784508
-0.11026118,-1.3603969,0.2967278,18.6505463,73.7784508
-0.7484626,-2.5949554,-0.07803804,18.6505463,73.7784508
-0.37995818,-0.23075435,0.19761491,18.6505463,73.7784508
0.4447099,-0.38362336,-0.5131268,18.6505463,73.7784508
1.8831449,0.3136793,0.9007208,18.6505463,73.7784508
0.008857546,-0.27198774,-0.13927728,18.6505463,73.7784508
-3.450014,-3.5366044,1.7174476,18.6505463,73.7784508
3.8724275,-0.46929723,-0.48487428,18.6505463,73.7784508
-2.882673,1.1059716,1.2495248,18.6505463,73.7784508
-1.2895365,0.17470746,-0.27198774,18.6505479,73.778451
-0.2350304,0.13881913,-1.0563387,18.6505479,73.778451
1.3246613,2.047162,-1.2872458,18.6505479,73.778451
0.40561453,-0.6951646,-0.29061913,18.6505479,73.778451
-0.45845437,-0.75319684,-0.011148291,18.6505479,73.778451
-2.9332223,-9.948093,-1.21608,18.6505479,73.778451
-0.54260105,-0.5884159,0.12018774,18.6505479,73.778451
0.015271631,-0.028710667,0.0018325958,18.6505479,73.778451
-0.54611355,0.6407976,-0.5166393,18.6505479,73.778451
-0.65179324,-0.13148874,-0.12186762,18.6505479,73.778451
4.828279,-13.084734,2.4541512,18.6505479,73.778451
1.9897408,7.5454073,0.1591304,18.6505479,73.778451
-0.0018325958,-0.13225232,0.00290161,18.6505479,73.778451
-0.016187929,0.009010263,-0.004276057,18.6505479,73.778451
-0.513585,-0.63407815,0.32589662,18.6505479,73.778451
-1.698358,2.5297456,1.0633637,18.6505468,73.7784501
3.2566752,-6.372546,0.8353582,18.6505468,73.7784501
2.5540276,-5.1543283,0.18646662,18.6505468,73.7784501
0.106901415,0.356898,-0.21212296,18.6505468,73.7784501
0.0016798794,0.07162395,-6.1086525E-4,18.6505468,73.7784501
9.162979E-4,-9.162979E-4,0.0018325958,18.6505468,73.7784501
-0.0015271631,0.0016798794,6.1086525E-4,18.6505468,73.7784501
-3.0543262E-4,-0.0032070426,-6.1086525E-4,18.6505468,73.7784501
-0.0015271631,0.0015271631,0.0018325958,18.6505468,73.7784501
